ds,forecast,item
2024-12-30,434.2757517718767,Девясил корневища и корни 50г
2024-12-31,434.27499339287465,Девясил корневища и корни 50г
2025-01-01,434.27480403789156,Девясил корневища и корни 50г
2025-01-02,434.2747567579456,Девясил корневища и корни 50г
2025-01-03,434.2747449527346,Девясил корневища и корни 50г
2025-01-04,434.2747420051128,Девясил корневища и корни 50г
2025-01-05,434.27474126912716,Девясил корневища и корни 50г
2025-01-06,434.27474108536035,Девясил корневища и корни 50г
2025-01-07,434.274741039476,Девясил корневища и корни 50г
2025-01-08,434.2747410280192,Девясил корневища и корни 50г
2025-01-09,434.27474102515856,Девясил корневища и корни 50г
2025-01-10,434.2747410244443,Девясил корневища и корни 50г
2025-01-11,434.274741024266,Девясил корневища и корни 50г
2025-01-12,434.2747410242215,Девясил корневища и корни 50г
2025-01-13,434.27474102421036,Девясил корневища и корни 50г
2025-01-14,434.2747410242076,Девясил корневища и корни 50г
2025-01-15,434.2747410242069,Девясил корневища и корни 50г
2025-01-16,434.2747410242067,Девясил корневища и корни 50г
2025-01-17,434.27474102420666,Девясил корневища и корни 50г
2025-01-18,434.27474102420666,Девясил корневища и корни 50г
2025-01-19,434.27474102420666,Девясил корневища и корни 50г
2025-01-20,434.27474102420666,Девясил корневища и корни 50г
2025-01-21,434.27474102420666,Девясил корневища и корни 50г
2025-01-22,434.27474102420666,Девясил корневища и корни 50г
2025-01-23,434.27474102420666,Девясил корневища и корни 50г
2025-01-24,434.27474102420666,Девясил корневища и корни 50г
2025-01-25,434.27474102420666,Девясил корневища и корни 50г
2025-01-26,434.27474102420666,Девясил корневища и корни 50г
2025-01-27,434.27474102420666,Девясил корневища и корни 50г
2025-01-28,434.27474102420666,Девясил корневища и корни 50г
2025-01-29,434.27474102420666,Девясил корневища и корни 50г
2025-01-30,434.27474102420666,Девясил корневища и корни 50г
2025-01-31,434.27474102420666,Девясил корневища и корни 50г
2024-12-21,1866.411548714452,Дуба кора 75г
2024-12-22,1703.9042645354275,Дуба кора 75г
2024-12-23,1740.1645862178787,Дуба кора 75г
2024-12-24,1431.8350188805261,Дуба кора 75г
2024-12-25,1725.6874281259236,Дуба кора 75г
2024-12-26,1775.3733693500096,Дуба кора 75г
2024-12-27,1772.0187169461917,Дуба кора 75г
2024-12-28,1592.6020773208415,Дуба кора 75г
2024-12-29,1727.6747083137964,Дуба кора 75г
2024-12-30,1773.3068733189057,Дуба кора 75г
2024-12-31,1617.5533624131672,Дуба кора 75г
2025-01-01,1621.5428644518058,Дуба кора 75г
2025-01-02,1684.6837942897623,Дуба кора 75г
2025-01-03,1693.0294002978046,Дуба кора 75г
2025-01-04,1692.6644039568582,Дуба кора 75г
2025-01-05,1692.4199448021643,Дуба кора 75г
2025-01-06,1692.395829329175,Дуба кора 75г
2025-01-07,1692.3983378717414,Дуба кора 75г
2025-01-08,1692.3992385763872,Дуба кора 75г
2025-01-09,1692.3993001441468,Дуба кора 75г
2025-01-10,1692.3992872546517,Дуба кора 75г
2025-01-11,1692.3992840883482,Дуба кора 75г
2025-01-12,1692.3992839673672,Дуба кора 75г
2025-01-13,1692.3992840254361,Дуба кора 75г
2025-01-14,1692.399284036034,Дуба кора 75г
2025-01-15,1692.399284036089,Дуба кора 75г
2025-01-16,1692.3992840358478,Дуба кора 75г
2025-01-17,1692.3992840358144,Дуба кора 75г
2025-01-18,1692.3992840358155,Дуба кора 75г
2025-01-19,1692.3992840358164,Дуба кора 75г
2025-01-20,1692.3992840358164,Дуба кора 75г
2025-01-21,1692.3992840358164,Дуба кора 75г
2025-01-22,1692.3992840358164,Дуба кора 75г
2025-01-23,1692.3992840358164,Дуба кора 75г
2025-01-24,1692.3992840358164,Дуба кора 75г
2025-01-25,1692.3992840358164,Дуба кора 75г
2025-01-26,1692.3992840358164,Дуба кора 75г
2025-01-27,1692.3992840358164,Дуба кора 75г
2025-01-28,1692.3992840358164,Дуба кора 75г
2025-01-29,1692.3992840358164,Дуба кора 75г
2025-01-30,1692.3992840358164,Дуба кора 75г
2025-01-31,1692.3992840358164,Дуба кора 75г
2024-12-21,1056.5076527348087,Зверобой трава 50г
2024-12-22,797.0784661266179,Зверобой трава 50г
2024-12-23,762.993235090175,Зверобой трава 50г
2024-12-24,677.0661125124674,Зверобой трава 50г
2024-12-25,767.7938920529926,Зверобой трава 50г
2024-12-26,781.721299741931,Зверобой трава 50г
2024-12-27,779.1099524217121,Зверобой трава 50г
2024-12-28,737.7415172263771,Зверобой трава 50г
2024-12-29,700.191090273176,Зверобой трава 50г
2024-12-30,777.1197303107352,Зверобой трава 50г
2024-12-31,744.1244698603903,Зверобой трава 50г
2025-01-01,675.887520521412,Зверобой трава 50г
2025-01-02,735.1471698677627,Зверобой трава 50г
2025-01-03,744.8796517740044,Зверобой трава 50г
2025-01-04,747.7053089144167,Зверобой трава 50г
